Country,League
National youth teams,UEFA Women's Nations League
National youth teams,UEFA Women's Championship
National youth teams,FIFA Women's World Cup
National youth teams,Women's Olympic Football Tournament
National youth teams,Baltic Women's Cup
National youth teams,Estonian
National youth teams,Latvian
National youth teams,Lithuanian
National youth teams,UEFA Women's Under-19 Championship
National youth teams,UEFA Women's Under-17 Championship
National youth teams,UEFA Futsal Championship
National youth teams,UEFA Amateur Cup
National youth teams,4 Associations' Tournament
National youth teams,2011
National youth teams,Northern Ireland
National youth teams,Republic of Ireland
National youth teams,Scotland
National youth teams,Wales
National youth teams,Balkan Cup
National youth teams,Balkan
National youth teams,British Home Championship
National youth teams,United Kingdom
National youth teams,Central European International Cup
National youth teams,Nordic Football Championship
National youth teams,Scandinavia
National youth teams,UEFA Super Cup
National youth teams,UEFA Champions League
National youth teams,UEFA Europa League
National youth teams,UEFA Champions League
National youth teams,UEFA Europa League
National youth teams,UEFA Conference League
National youth teams,UEFA Regions' Cup
National youth teams,Amateur
National youth teams,FENIX Trophy
National youth teams,Livonia Cup
National youth teams,Estonian
National youth teams,Latvian
National youth teams,Champions Cup (All-Ireland)
National youth teams,League of Ireland Premier Division
National youth teams,NIFL Premiership
National youth teams,UEFA Youth League
National youth teams,UEFA Women's Champions League
National youth teams,UEFA Futsal Champions League
National youth teams,UEFA Intertoto Cup
National youth teams,UEFA Cup Winners' Cup
National youth teams,Intercontinental Cup
National youth teams,UEFA
National youth teams,CONMEBOL
National youth teams,Baltic League
National youth teams,Estonian
National youth teams,Latvian
National youth teams,Lithuanian
National youth teams,Royal League
National youth teams,Danish
National youth teams,Norwegian
National youth teams,Swedish
National youth teams,Setanta Sports Cup
National youth teams,Irish
National youth teams,Northern Irish
National youth teams,Blaxnit Cup
National youth teams,Irish
National youth teams,Northern Irish
National youth teams,Inter-Cities Fairs Cup
National youth teams,Balkans Cup
National youth teams,Balkan
National youth teams,Latin Cup
National youth teams,French
National youth teams,Italian
National youth teams,Portuguese
National youth teams,Spanish
National youth teams,Mitropa Cup
National youth teams,Anglo-Italian Cup
National youth teams,Kategoria Superiore
National youth teams,Kategoria e Parë
National youth teams,Kategoria e Dytë
National youth teams,A
National youth teams,B
National youth teams,Kategoria e Tretë
National youth teams,Superkupa e Shqipërisë
National youth teams,Kategoria Superiore
National youth teams,Kupa e Shqipërisë
National youth teams,Kupa e Shqipërisë
National youth teams,Albanian U-19 Superliga
National youth teams,Albanian U-19 First Division
National youth teams,Albanian U-17 Superliga
National youth teams,Albanian U-17 First Division
National youth teams,Albanian women's football championship
National youth teams,Albanian Women's Cup
National youth teams,Albanian Futsal Cup
National youth teams,Primera Divisió
National youth teams,Segona Divisió
National youth teams,Andorran Supercup
National youth teams,Campionat de Lliga
National youth teams,Copa Constitució
National youth teams,Copa Constitució
National youth teams,Armenian Premier League
National youth teams,Armenian First League
National youth teams,Armenian Supercup
National youth teams,Armenian Premier League
National youth teams,Armenian Cup
National youth teams,Armenian Cup
National youth teams,Bundesliga
National youth teams,2. Liga
National youth teams,Austrian Regionalliga
National youth teams,Central
National youth teams,East
National youth teams,West
National youth teams,Austrian Landesliga
National youth teams,Vorarlberg
National youth teams,Tirol
National youth teams,Salzburg
National youth teams,Oberösterreich
National youth teams,Steiermark
National youth teams,Kärnten
National youth teams,Niederösterreich
National youth teams,Wien
National youth teams,Burgenland
National youth teams,Austrian 2. Landesliga
National youth teams,ÖFB-Cup
National youth teams,ÖFB-Supercup
National youth teams,ÖFB:Bundesliga
National youth teams,ÖFB-Cup
National youth teams,Niederösterreichischer Landespokal
National youth teams,Azerbaijan Premier League
National youth teams,Azerbaijan First Division
National youth teams,A
National youth teams,B
National youth teams,Azerbaijan Regional League
National youth teams,AFFA Amateur League
National youth teams,Azerbaijan Cup
National youth teams,Azerbaijan Supercup
National youth teams,Azerbaijan Premier League
National youth teams,Azerbaijan Cup
National youth teams,Belarusian Premier League
National youth teams,Belarusian First League
National youth teams,Belarusian Second League
National youth teams,Belarusian Cup
National youth teams,Belarusian Super Cup
National youth teams,Belarusian Premier League
National youth teams,Belarusian Cup
National youth teams,Belgian Pro League
National youth teams,Challenger Pro League
National youth teams,Belgian National Division 1
National youth teams,Belgian Division 2
National youth teams,Belgian Division 3
National youth teams,Belgian Provincial Leagues
National youth teams,Belgian Cup
National youth teams,Belgian Super Cup
National youth teams,Belgian First Division A
National youth teams,Belgian Cup
National youth teams,Premier League of Bosnia and Herzegovina
National youth teams,Prva Liga Federacija Bosne i Hercegovine
National youth teams,First League of the Republika Srpska
National youth teams,Druga Liga Federacija Bosne i Hercegovine
National youth teams,Sjever
National youth teams,Centar
National youth teams,Jug
National youth teams,Zapad
National youth teams,Druga Liga Republike Srpske
National youth teams,Istok
National youth teams,Zapad
National youth teams,Prva Liga TK
National youth teams,Druga Liga TK
National youth teams,Zapad
National youth teams,Sjever
National youth teams,Jug
National youth teams,Kup Bosne i Hercegovine
National youth teams,Kup Federacija Bosne i Hercegovine
National youth teams,Kup Federacija Republike Srpske
National youth teams,Bosnian Supercup
National youth teams,Premier League of Bosnia and Herzegovina
National youth teams,Kup Bosne i Hercegovine
National youth teams,First League of Herzeg-Bosnia
National youth teams,Bulgarian First League
National youth teams,Bulgarian Second League
National youth teams,Bulgarian Third Amateur Football League
National youth teams,North-West
National youth teams,North-East
National youth teams,South-West
National youth teams,South-East
National youth teams,Bulgarian Regional Football Groups
National youth teams,Bulgarian Army Championship
National youth teams,Bulgarian Student Championship
National youth teams,Bulgarian Cup
National youth teams,Bulgarian Supercup
National youth teams,Bulgarian A Professional Football Group
National youth teams,Bulgarian Cup
National youth teams,Bulgarian Amateur Football League cup
National youth teams,Bulgarian Village Championship
National youth teams,Bulgarian Railway-man's Championship
National youth teams,Bulgarian State Championship
National youth teams,Bulgarian National Football Division
National youth teams,Bulgarian Republican Championship
National youth teams,Bulgarian Premier League
National youth teams,Bulgarian Second League
National youth teams,Bulgarian First League
National youth teams,Bulgarian Tsar's Cup
National youth teams,Soviet Army Cup
National youth teams,Bulgarian Football Union Cup
National youth teams,Bulgarian Profesional Football League Cup
National youth teams,Bulgarian Women Championship
National youth teams,HNL
National youth teams,Prva NL
National youth teams,Druga NL
National youth teams,Treća NL
National youth teams,First County Football League
National youth teams,Hrvatski nogometni kup
National youth teams,Croatian Football Super Cup
National youth teams,HNL
National youth teams,Hrvatski nogometni kup
National youth teams,Eternal derby
National youth teams,Hajduk Split
National youth teams,Dinamo Zagreb
National youth teams,Cypriot First Division
National youth teams,Cypriot Second Division
National youth teams,Cypriot Third Division
National youth teams,Cypriot Fourth Division
National youth teams,Cypriot Cup
National youth teams,Cypriot Cup for lower divisions
